what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1582644962672
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1582644962673
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1582644962674
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1582644962675
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1582644962675
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1582644962675
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1582644962676
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1582644962677
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1582644962678
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1582644962679
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1582644962680
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1582644962682
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1582644962682
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1582644962683
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1582644962683
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1582644962684
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1582644962685
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1582644962686
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1582644962687
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1582644962688
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1582644962689
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1582644962690
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1582644962691
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1582644962692
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1582644962694
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1582644962695
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1582644962697
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1582644962699
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1582644962699
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1582644962699
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1582644962701
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1582644962703
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1582644962703
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1582644962704
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1582644962706
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1582644962707
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1582644962720
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1582644962720
os,sysinfo,,,"win32",1582644962724
arch,sysinfo,,,"x86",1582644962724
ws,sysinfo,,,"win32",1582644962724
locale,sysinfo,,,"en_IN",1582644962724
processors,sysinfo,,,"4",1582644962724
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1582644962724
java.runtime.version,sysinfo,,,"1.8.0_231-b11",1582644962724
java.specification.name,sysinfo,,,"Java Platform API Specification",1582644962724
java.specification.vendor,sysinfo,,,"Oracle Corporation",1582644962724
java.specification.version,sysinfo,,,"1.8",1582644962724
java.vendor,sysinfo,,,"Oracle Corporation",1582644962724
java.version,sysinfo,,,"1.8.0_231",1582644962724
java.vm.info,sysinfo,,,"mixed mode",1582644962724
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1582644962724
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1582644962724
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1582644962724
java.vm.specification.version,sysinfo,,,"1.8",1582644962724
java.vm.vendor,sysinfo,,,"Oracle Corporation",1582644962724
java.vm.version,sysinfo,,,"25.231-b11",1582644962724
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1582644962845
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1582644962880
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1582644963546
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1582644963628
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1582644963921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582644964725
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582644972648
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1582644980729
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1582644981227
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1582644981309
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1582644981697
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1582644986371
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1582645019417
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1582645027561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645035453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1582645054089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645064159
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1582645064617
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1582645064793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645086000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645097253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1582645098401
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1582645099484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1582645117503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1582645142169
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1582645175234
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1582645175279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1582645175506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645195541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645254828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1582645297874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1582645311494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645330036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645348681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1582645356292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1582645368059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1582645374700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645376710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645378796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645382395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645384694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1582645389668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645423195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645427001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645427747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645479945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1582645522947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645533887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645544222
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1582645545604
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1582645561976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1582645568216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1582645571832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1582645604437
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1582645607717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645669865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645700280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1582645700326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645704191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645706753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645716803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645718354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582645723272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582649958481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582649971173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582649985052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582649985688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582649990140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650012461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650044710
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1582650053533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650055475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650259784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650279705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650315926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1582650315942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650319650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650386644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650391915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650411736
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1582650411967
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1582650413009
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1582650413031
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1582650416364
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1582650416370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650421411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650462366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1582650462381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650467925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650469969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582650470930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582651542285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582651544068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582651546949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582651552132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582655242217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582655248347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582786481113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582786481234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582792910337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1582792911021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583039204978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583039221809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583039844096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583039849365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583058340090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583058341798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583058344205
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583058345276
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1583058347357
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1583058347374
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1583058347389
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1583058347405
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1583058347425
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.20110607-2117,"org.eclipse.m2e.jdt",1583058347447
stopped,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1583058347447
stopped,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1583058347447
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1583058347469
stopped,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1583058347492
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1583058347513
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1583058347513
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1583058347513
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1583505898812
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1583505898813
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1583505898815
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1583505898815
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1583505898815
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1583505898815
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1583505898817
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1583505898817
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1583505898818
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1583505898819
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1583505898820
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1583505898821
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1583505898822
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1583505898822
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1583505898823
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1583505898825
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1583505898825
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1583505898825
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1583505898827
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1583505898827
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1583505898828
